wordspace;categoria;qtde_total;qtde_analisada;qtde_fora_dicionario;qtde_fora_ranking;mse;rmsd
./wordspaces/text8_12000000_skip-gram_context-16.bin;capital-common-countries;506;506;0;0;0.000346;0.018598
./wordspaces/text8_12000000_skip-gram_context-16.bin;capital-world;4524;2687;1811;26;0.001996;0.044679
./wordspaces/text8_12000000_skip-gram_context-16.bin;currency;866;284;490;92;0.015781;0.125624
./wordspaces/text8_12000000_skip-gram_context-16.bin;city-in-state;2467;2150;213;104;0.003778;0.061462
./wordspaces/text8_12000000_skip-gram_context-16.bin;family;506;406;86;14;0.007796;0.088295
./wordspaces/text8_12000000_skip-gram_context-16.bin;gram1-adjective-to-adverb;992;746;0;246;0.010792;0.103882
./wordspaces/text8_12000000_skip-gram_context-16.bin;gram2-opposite;812;372;162;278;0.011141;0.105549
./wordspaces/text8_12000000_skip-gram_context-16.bin;gram3-comparative;1332;1231;0;101;0.004683;0.068433
./wordspaces/text8_12000000_skip-gram_context-16.bin;gram4-superlative;1122;676;310;136;0.011637;0.107874
./wordspaces/text8_12000000_skip-gram_context-16.bin;gram5-present-participle;1056;926;0;130;0.008056;0.089756
./wordspaces/text8_12000000_skip-gram_context-16.bin;gram6-nationality-adjective;1599;1498;78;23;0.001872;0.043268
./wordspaces/text8_12000000_skip-gram_context-16.bin;gram7-past-tense;1560;1361;78;121;0.006247;0.079035
./wordspaces/text8_12000000_skip-gram_context-16.bin;gram8-plural;1332;1156;142;34;0.004018;0.063386
./wordspaces/text8_12000000_skip-gram_context-16.bin;gram9-plural-verbs;870;773;0;97;0.008192;0.090509
./wordspaces/text8_12000000_skip-gram_context-16.bin;TOTAL;19544;14772;3370;1402;0.005204;0.072140
